Equipo,MetaEquipo,Tabla,Link
Celta Vigo,Celta-Vigo,scores_and_fixtures,https://fbref.com/en/squads/f25da7fb/2013-2014/Celta-Vigo-Stats#all_matchlogs
Getafe,Getafe,scores_and_fixtures,https://fbref.com/en/squads/7848bd64/2013-2014/Getafe-Stats#all_matchlogs
Girona,Girona,scores_and_fixtures,https://fbref.com/en/squads/9024a00a/2013-2014/Girona-Stats#all_matchlogs
Granada,Granada,scores_and_fixtures,https://fbref.com/en/squads/a0435291/2013-2014/Granada-Stats#all_matchlogs
Las Palmas,Las_Palmas,scores_and_fixtures,https://fbref.com/en/squads/0049d422/2013-2014/Las-Palmas-Stats#all_matchlogs
Mallorca,Mallorca,scores_and_fixtures,https://fbref.com/en/squads/2aa12281/2013-2014/Mallorca-Stats#all_matchlogs
Osasuna,Osasuna,scores_and_fixtures,https://fbref.com/en/squads/03c57e2b/2013-2014/Osasuna-Stats#all_matchlogs
Rayo Vallecano,Rayo_Vallecano,scores_and_fixtures,https://fbref.com/en/squads/98e8af82/2013-2014/Rayo-Vallecano-Stats#all_matchlogs
Real Madrid,Real_Madrid,scores_and_fixtures,https://fbref.com/en/squads/53a2f082/2013-2014/Real-Madrid-Stats#all_matchlogs
Real Sociedad,Real_Sociedad,scores_and_fixtures,https://fbref.com/en/squads/e31d1cd9/2013-2014/Real-Sociedad-Stats#all_matchlogs
Sevilla,Sevilla,scores_and_fixtures,https://fbref.com/en/squads/ad2be733/2013-2014/Sevilla-Stats#all_matchlogs
Valencia,Valencia,scores_and_fixtures,https://fbref.com/en/squads/dcc91a7b/2013-2014/Valencia-Stats#all_matchlogs
Villarreal,Villarreal,scores_and_fixtures,https://fbref.com/en/squads/2a8183b3/2013-2014/Villarreal-Stats#all_matchlogs
Barcelona,Barcelona,scores_and_fixtures,https://fbref.com/en/squads/206d90db/2012-2013/Barcelona-Stats#all_matchlogs
Alavés,Alaves,scores_and_fixtures,https://fbref.com/en/squads/8d6fd021/2012-2013/Alaves-Stats#all_matchlogs
Almería,Almeria,scores_and_fixtures,https://fbref.com/en/squads/78ecf4bb/2012-2013/Almeria-Stats#all_matchlogs
Athletic Club,Athletic_Club,scores_and_fixtures,https://fbref.com/en/squads/2b390eca/2012-2013/Athletic-Club-Stats#all_matchlogs
Atlético Madrid,Atletico_Madrid,scores_and_fixtures,https://fbref.com/en/squads/db3b9613/2012-2013/Atletico-Madrid-Stats#all_matchlogs
Real Betis,Real_Betis,scores_and_fixtures,https://fbref.com/en/squads/fc536746/2012-2013/Real-Betis-Stats#all_matchlogs
Cádiz,Cadiz,scores_and_fixtures,https://fbref.com/en/squads/ee7c297c/2012-2013/Cadiz-Stats#all_matchlogs
Celta Vigo,Celta-Vigo,scores_and_fixtures,https://fbref.com/en/squads/f25da7fb/2012-2013/Celta-Vigo-Stats#all_matchlogs
Getafe,Getafe,scores_and_fixtures,https://fbref.com/en/squads/7848bd64/2012-2013/Getafe-Stats#all_matchlogs
Girona,Girona,scores_and_fixtures,https://fbref.com/en/squads/9024a00a/2012-2013/Girona-Stats#all_matchlogs
Granada,Granada,scores_and_fixtures,https://fbref.com/en/squads/a0435291/2012-2013/Granada-Stats#all_matchlogs
Las Palmas,Las_Palmas,scores_and_fixtures,https://fbref.com/en/squads/0049d422/2012-2013/Las-Palmas-Stats#all_matchlogs
Mallorca,Mallorca,scores_and_fixtures,https://fbref.com/en/squads/2aa12281/2012-2013/Mallorca-Stats#all_matchlogs
Osasuna,Osasuna,scores_and_fixtures,https://fbref.com/en/squads/03c57e2b/2012-2013/Osasuna-Stats#all_matchlogs
Rayo Vallecano,Rayo_Vallecano,scores_and_fixtures,https://fbref.com/en/squads/98e8af82/2012-2013/Rayo-Vallecano-Stats#all_matchlogs
Real Madrid,Real_Madrid,scores_and_fixtures,https://fbref.com/en/squads/53a2f082/2012-2013/Real-Madrid-Stats#all_matchlogs
Real Sociedad,Real_Sociedad,scores_and_fixtures,https://fbref.com/en/squads/e31d1cd9/2012-2013/Real-Sociedad-Stats#all_matchlogs
Sevilla,Sevilla,scores_and_fixtures,https://fbref.com/en/squads/ad2be733/2012-2013/Sevilla-Stats#all_matchlogs
Valencia,Valencia,scores_and_fixtures,https://fbref.com/en/squads/dcc91a7b/2012-2013/Valencia-Stats#all_matchlogs
Villarreal,Villarreal,scores_and_fixtures,https://fbref.com/en/squads/2a8183b3/2012-2013/Villarreal-Stats#all_matchlogs
Barcelona,Barcelona,scores_and_fixtures,https://fbref.com/en/squads/206d90db/2011-2012/Barcelona-Stats#all_matchlogs
Alavés,Alaves,scores_and_fixtures,https://fbref.com/en/squads/8d6fd021/2011-2012/Alaves-Stats#all_matchlogs
Almería,Almeria,scores_and_fixtures,https://fbref.com/en/squads/78ecf4bb/2011-2012/Almeria-Stats#all_matchlogs
Athletic Club,Athletic_Club,scores_and_fixtures,https://fbref.com/en/squads/2b390eca/2011-2012/Athletic-Club-Stats#all_matchlogs
Atlético Madrid,Atletico_Madrid,scores_and_fixtures,https://fbref.com/en/squads/db3b9613/2011-2012/Atletico-Madrid-Stats#all_matchlogs
Real Betis,Real_Betis,scores_and_fixtures,https://fbref.com/en/squads/fc536746/2011-2012/Real-Betis-Stats#all_matchlogs
Cádiz,Cadiz,scores_and_fixtures,https://fbref.com/en/squads/ee7c297c/2011-2012/Cadiz-Stats#all_matchlogs
Celta Vigo,Celta-Vigo,scores_and_fixtures,https://fbref.com/en/squads/f25da7fb/2011-2012/Celta-Vigo-Stats#all_matchlogs
Getafe,Getafe,scores_and_fixtures,https://fbref.com/en/squads/7848bd64/2011-2012/Getafe-Stats#all_matchlogs
Girona,Girona,scores_and_fixtures,https://fbref.com/en/squads/9024a00a/2011-2012/Girona-Stats#all_matchlogs
Granada,Granada,scores_and_fixtures,https://fbref.com/en/squads/a0435291/2011-2012/Granada-Stats#all_matchlogs
Las Palmas,Las_Palmas,scores_and_fixtures,https://fbref.com/en/squads/0049d422/2011-2012/Las-Palmas-Stats#all_matchlogs
Mallorca,Mallorca,scores_and_fixtures,https://fbref.com/en/squads/2aa12281/2011-2012/Mallorca-Stats#all_matchlogs
Osasuna,Osasuna,scores_and_fixtures,https://fbref.com/en/squads/03c57e2b/2011-2012/Osasuna-Stats#all_matchlogs
Rayo Vallecano,Rayo_Vallecano,scores_and_fixtures,https://fbref.com/en/squads/98e8af82/2011-2012/Rayo-Vallecano-Stats#all_matchlogs
Real Madrid,Real_Madrid,scores_and_fixtures,https://fbref.com/en/squads/53a2f082/2011-2012/Real-Madrid-Stats#all_matchlogs
Real Sociedad,Real_Sociedad,scores_and_fixtures,https://fbref.com/en/squads/e31d1cd9/2011-2012/Real-Sociedad-Stats#all_matchlogs
Sevilla,Sevilla,scores_and_fixtures,https://fbref.com/en/squads/ad2be733/2011-2012/Sevilla-Stats#all_matchlogs
Valencia,Valencia,scores_and_fixtures,https://fbref.com/en/squads/dcc91a7b/2011-2012/Valencia-Stats#all_matchlogs
Villarreal,Villarreal,scores_and_fixtures,https://fbref.com/en/squads/2a8183b3/2011-2012/Villarreal-Stats#all_matchlogs
Barcelona,Barcelona,scores_and_fixtures,https://fbref.com/en/squads/206d90db/2010-2011/Barcelona-Stats#all_matchlogs
Alavés,Alaves,scores_and_fixtures,https://fbref.com/en/squads/8d6fd021/2010-2011/Alaves-Stats#all_matchlogs
Almería,Almeria,scores_and_fixtures,https://fbref.com/en/squads/78ecf4bb/2010-2011/Almeria-Stats#all_matchlogs
Athletic Club,Athletic_Club,scores_and_fixtures,https://fbref.com/en/squads/2b390eca/2010-2011/Athletic-Club-Stats#all_matchlogs
Atlético Madrid,Atletico_Madrid,scores_and_fixtures,https://fbref.com/en/squads/db3b9613/2010-2011/Atletico-Madrid-Stats#all_matchlogs
Real Betis,Real_Betis,scores_and_fixtures,https://fbref.com/en/squads/fc536746/2010-2011/Real-Betis-Stats#all_matchlogs
Cádiz,Cadiz,scores_and_fixtures,https://fbref.com/en/squads/ee7c297c/2010-2011/Cadiz-Stats#all_matchlogs
Celta Vigo,Celta-Vigo,scores_and_fixtures,https://fbref.com/en/squads/f25da7fb/2010-2011/Celta-Vigo-Stats#all_matchlogs
Getafe,Getafe,scores_and_fixtures,https://fbref.com/en/squads/7848bd64/2010-2011/Getafe-Stats#all_matchlogs
Girona,Girona,scores_and_fixtures,https://fbref.com/en/squads/9024a00a/2010-2011/Girona-Stats#all_matchlogs
Granada,Granada,scores_and_fixtures,https://fbref.com/en/squads/a0435291/2010-2011/Granada-Stats#all_matchlogs
Las Palmas,Las_Palmas,scores_and_fixtures,https://fbref.com/en/squads/0049d422/2010-2011/Las-Palmas-Stats#all_matchlogs
Mallorca,Mallorca,scores_and_fixtures,https://fbref.com/en/squads/2aa12281/2010-2011/Mallorca-Stats#all_matchlogs
Osasuna,Osasuna,scores_and_fixtures,https://fbref.com/en/squads/03c57e2b/2010-2011/Osasuna-Stats#all_matchlogs
Rayo Vallecano,Rayo_Vallecano,scores_and_fixtures,https://fbref.com/en/squads/98e8af82/2010-2011/Rayo-Vallecano-Stats#all_matchlogs
Real Madrid,Real_Madrid,scores_and_fixtures,https://fbref.com/en/squads/53a2f082/2010-2011/Real-Madrid-Stats#all_matchlogs
Real Sociedad,Real_Sociedad,scores_and_fixtures,https://fbref.com/en/squads/e31d1cd9/2010-2011/Real-Sociedad-Stats#all_matchlogs
Sevilla,Sevilla,scores_and_fixtures,https://fbref.com/en/squads/ad2be733/2010-2011/Sevilla-Stats#all_matchlogs
Valencia,Valencia,scores_and_fixtures,https://fbref.com/en/squads/dcc91a7b/2010-2011/Valencia-Stats#all_matchlogs
Villarreal,Villarreal,scores_and_fixtures,https://fbref.com/en/squads/2a8183b3/2010-2011/Villarreal-Stats#all_matchlogs
